Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
CSV Data Validation Analyst,3.9,"Foster City, CA","San Ramon, CA",51 - 200 ,Private,Enterprise Software & Network Solutions,Information Technology,10 - 25 million,-1,-1,"Netpace, Inc.
",82,116,99.0,CA,0,25
Data and Reporting Analyst,3.2,"San Francisco, CA","San Francisco, CA",51 - 200 ,Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,"Chinese Community Health Plan
",82,116,99.0,CA,1,1
"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",3.7,"San Francisco, CA","Herndon, VA",1 - 50 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"Arkhya Tech
",65,120,92.5,CA,0,4
Fleet Optimization Data Analyst (Solar + Storage),3.2,"Millbrae, CA","Millbrae, CA",51 - 200 ,Private,Energy,"Oil, Gas, Energy & Utilities",25 - 50 million,-1,-1,"Stem Inc
",65,120,92.5,CA,1,12
Big Data Analyst,3.7,"San Mateo, CA","Newark, CA",1 - 50 ,Private,"Health, Beauty, & Fitness",Consumer Services,1 million,-1,-1,"Redolent, Inc
",65,120,92.5,CA,0,1
Business Data Analyst,3.8,"San Francisco, CA","South Windsor, CT",201 - 500 ,Private,IT Services,Information Technology,25 - 50 million,-1,-1,"VLink Inc.
",65,120,92.5,CA,0,15
Data Analyst,4.0,"San Francisco, CA","Plainsboro, NJ",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Lorven Technologies Inc
",65,120,92.5,CA,0,1
Data Analyst,5.0,"San Francisco, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",65,120,92.5,CA,0,13
Senior Lead Data Analytics Analyst,2.8,"San Francisco, CA","San Francisco, CA",10000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,2 - 5 billion,"Bank of America, Wells Fargo, U.S. Bank",-1,"Bank of the West
",65,120,92.5,CA,1,147
Data Analyst w/ Tealium - Remote Work,4.0,"San Mateo, CA","Cherry Hill, NJ",1 - 50 ,Private,Staffing & Outsourcing,Business Services,1 - 5 million,-1,-1,"Two95 International Inc.
",65,120,92.5,CA,0,1
Data Analyst,2.5,"Oakland, CA","Minneapolis, MN",51 - 200 ,Private,IT Services,Information Technology,5 - 10 million,"Accenture, Deloitte",-1,"Enclipse
",65,120,92.5,CA,0,1
"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",3.7,"San Francisco, CA","Irving, TX",501 - 1000 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"PRIMUS Global Services, Inc
",65,120,92.5,CA,0,19
Business Data Analyst - Senior/Director : 20,4.6,"San Francisco, CA","Santa Clara, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,"Collabera, Artech Information Systems, TEKsystems",-1,"Akraya Inc.
",65,120,92.5,CA,0,20
Senior Data Analyst,3.6,"San Francisco, CA","Vienna, Austria",Unknown,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,"Vida
",65,120,92.5,CA,0,1
Senior Data Analyst - User Growth,3.4,"San Francisco, CA","Seattle, WA",1001 - 5000 ,Public,Real Estate,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",-1,"Redfin
",65,120,92.5,CA,0,17
Senior Data Analyst,3.5,"San Francisco, CA","San Francisco, CA",1001 - 5000 ,Private,Logistics & Supply Chain,Transportation & Logistics,500 million - 1 billion,-1,-1,"Flexport
",65,120,92.5,CA,1,8
"Senior Compliance Data Analyst, Cash App",4.0,"San Francisco, CA","San Francisco, CA",1001 - 5000 ,Public,Computer Hardware & Software,Information Technology,1 - 2 billion,-1,-1,"Square
",65,120,92.5,CA,1,12
Data Analyst,4.1,"San Ramon, CA","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",65,120,92.5,CA,0,55
Procurement Data Analyst,3.3,"Hercules, CA","Hercules, CA",5001 - 10000 ,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 - 5 billion,"Thermo Fisher Scientific, Abbott, Ortho Clinical Diagnostics",-1,"Bio-Rad
",65,120,92.5,CA,1,69
Master Data Management (MDM) - Business Systems Analyst,3.5,"South San Francisco, CA","Faridabad, India",1 - 50 ,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,"Saama
",65,120,92.5,CA,0,14
Sr. Data Analyst - Risk Analysis,4.5,"San Francisco, CA","San Francisco, CA",501 - 1000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"OKCoin
",65,120,92.5,CA,1,8
Lead Data Analyst,3.9,"San Francisco, CA","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",65,120,92.5,CA,0,19
Alerts Business/Data Analyst,3.8,"San Francisco, CA","Glen Allen, VA",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2 - 5 billion,"TEKsystems, Insight Global, Accenture",True,"Apex Systems
",65,120,92.5,CA,0,26
Senior Business Data Analyst,4.0,"San Mateo, CA","Palo Alto, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,10 - 25 million,"Redis Labs, GridGain",-1,"Hazelcast
",65,120,92.5,CA,0,9
BI Developer - Data Analyst,4.1,"Foster City, CA","San Francisco, CA",51 - 200 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"LeadStack, Inc.
",65,120,92.5,CA,0,5
Data Systems Analyst (7199U,4.1,"Berkeley, CA","Berkeley, CA",10000 ,College / University,Colleges & Universities,Education,500 million - 1 billion,-1,-1,"University of California Berkeley
",65,120,92.5,CA,1,339
Sr. Business and Data Analyst,5.0,"San Francisco, CA","San Mateo, CA",1 - 50 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"addastaff
",46,86,66.0,CA,0,1
Business Data Analyst - Senior/Director,4.5,"San Francisco, CA","New York, NY",201 - 500 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"HireTalent
",46,86,66.0,CA,0,24
"Lead Data Analyst, BI/Visualizations",4.8,"San Francisco, CA","San Francisco, CA",201 - 500 ,Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,True,"Chime
",46,86,66.0,CA,1,8
Epic Clarity Data Analyst,4.1,"Oakland, CA","Newark, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"APN Software Services Inc.
",46,86,66.0,CA,0,1
Senior Data Analyst,2.7,"San Mateo, CA","San Mateo, CA",201 - 500 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Nurx,-1,"The Pill Club
",46,86,66.0,CA,1,7
Business Data Analyst - Senior/Director,3.9,"San Francisco, CA","Natick, MA",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,"TEKsystems, Collabera, Artech Information Systems",-1,"TalentBurst, Inc.
",46,86,66.0,CA,0,19
Sales Finance Data Analyst,3.0,"Foster City, CA","Foster City, CA",501 - 1000 ,Public,Computer Hardware & Software,Information Technology,100 - 500 million,"NortonLifeLock, McAfee, Verisign",-1,"Qualys
",46,86,66.0,CA,1,22
"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",3.8,"San Francisco, CA","Evanston, IL",5001 - 10000 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"ZS Associates
",46,86,66.0,CA,0,38
Data Integrity Analyst,3.1,"Foster City, CA","Monmouth Junction, NJ",201 - 500 ,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"I.T. Solutions, Inc.
",46,86,66.0,CA,0,1
"Business data analyst - SFO , CA",3.9,"San Francisco, CA","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",46,86,66.0,CA,0,19
Business Data Analyst WITH Data Standards and Migration,3.9,"San Francisco, CA","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",46,86,66.0,CA,0,19
Senior Data Analyst,3.2,"San Mateo, CA","Foster City, CA",501 - 1000 ,Public,Advertising & Marketing,Business Services,100 - 500 million,-1,-1,"QuinStreet
",46,86,66.0,CA,0,22
BI Data Analyst / Business Analyst,4.4,"San Ramon, CA","Pleasanton, CA",51 - 200 ,Private,IT Services,Information Technology,5 - 10 million,-1,-1,"Alliance IT
",46,86,66.0,CA,0,10
Senior Product Data Analyst,3.9,"San Francisco, CA","Guaynabo, PR",501 - 1000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"LiveCareer
",46,86,66.0,CA,0,16
"Senior Business Data Analyst, Growth Strategy",3.5,"San Francisco, CA","San Francisco, CA",201 - 500 ,Private,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"Square Trade
",46,86,66.0,CA,1,22
Senior Product Data Analyst,3.6,"San Francisco, CA","Guaynabo, PR",201 - 500 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,True,"BOLD
",46,86,66.0,CA,0,17
Data Analyst Junior,5.0,"San Francisco, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",46,86,66.0,CA,0,13
"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",4.4,"San Francisco, CA","Alpharetta, GA",5001 - 10000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Next Level Business Services, Inc.
",46,86,66.0,CA,0,14
Senior Data Analyst,4.4,"San Francisco, CA","Santa Cruz, CA",51 - 200 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,"TEKsystems, Akraya, Intelliswift",-1,"The Armada Group
",46,86,66.0,CA,0,26
Sr Data Analyst,4.9,"San Francisco, CA","South San Francisco, CA",1 - 50 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"GoAhead Solutions
",46,86,66.0,CA,0,20
Senior Business and Data Analyst,5.0,"San Francisco, CA","San Mateo, CA",1 - 50 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"addastaff
",46,86,66.0,CA,0,1
Data Analyst - Int,4.3,"Oakland, CA","Southfield, MI",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Abacus Service Corporation
",47,74,60.5,CA,0,17
Senior Financial Systems Analyst / Business Intelligence Data Modeler,3.8,"San Mateo, CA","San Mateo, CA",5001 - 10000 ,Public,Investment Banking & Asset Management,Finance,5 - 10 billion,"Fidelity Investments, Vanguard",-1,"Franklin Templeton Investments
",47,74,60.5,CA,1,74
Enrollment & Student Services Data & Systems Operations Analyst,3.9,"Oakland, CA","Sacramento, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,5 - 10 billion,"Kaiser Permanente, UC Davis Health, Dignity Health",-1,"Sutter Health System
",47,74,60.5,CA,0,40
"Lead Data Analyst, Product",4.8,"San Francisco, CA","San Francisco, CA",201 - 500 ,Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,True,"Chime
",47,74,60.5,CA,1,8
BI Data Analyst - Tibco & Spotfire,3.4,"South San Francisco, CA","Iselin, NJ",1001 - 5000 ,Private,IT Services,Information Technology,100 - 500 million,"Mu Sigma, ZS Associates, Fractal",-1,"Incedo Inc
",47,74,60.5,CA,0,9
Data Analyst - Life Sciences,3.1,"Foster City, CA","Monmouth Junction, NJ",201 - 500 ,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"I.T. Solutions, Inc.
",47,74,60.5,CA,0,1
Sr. Data Analyst( Healthcare),4.6,"Alameda, CA","Concord, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Ascent
",47,74,60.5,CA,0,21
Senior Data Analyst - Health Care Innovation,3.4,"Oakland, CA","Columbia, MD",201 - 500 ,Private,Consulting,Business Services,50 - 100 million,-1,-1,"Impaq International, Llc
",47,74,60.5,CA,0,20
Technical Business Analyst with SQL Data Specialist,3.0,"Walnut Creek, CA","Fremont, CA",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Central Business Solutions, Inc
",47,74,60.5,CA,0,1
Lead Data Engineer (Capital Markets Business Analyst 2),3.6,"San Francisco, CA","San Francisco, CA",10000 ,Public,Banks & Credit Unions,Finance,10 billion,-1,-1,"Wells Fargo
",47,74,60.5,CA,1,169
Data and Policy Analyst - Writer/Coordinator,3.2,"Burlingame, CA","Burlingame, CA",201 - 500 ,Private,Federal Agencies,Government,10 - 25 million,Acumen,-1,"Acumen
",47,74,60.5,CA,1,25
Master Data Management (MDM) - Business Systems Analyst,3.4,"South San Francisco, CA","Campbell, CA",501 - 1000 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",-1,"Saama Technologies Inc
",47,74,60.5,CA,0,24
"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",3.8,"South San Francisco, CA","Pleasant Hill, CA",51 - 200 ,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,"Epikso
",47,74,60.5,CA,0,6
Senior Business Technology Analyst - MDM / Data Management,3.0,"San Francisco, CA","Evanston, IL",5001 - 10000 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"ZS Associates, Inc.
",47,74,60.5,CA,0,1
Senior SAS Data Analyst,4.6,"San Ramon, CA","Concord, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"The Ascent Services Group
",47,74,60.5,CA,0,21
Lead Data Analyst,3.0,"San Francisco, CA","Raleigh, NC",201 - 500 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"The Accuro Group
",47,74,60.5,CA,0,18
Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),3.7,"San Francisco, CA","San Francisco, CA",5001 - 10000 ,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,"City and County of San Francisco
",47,74,60.5,CA,1,1
Business Analyst with Data Loss Prevention (DLP) Concepts,3.8,"Foster City, CA","Pleasant Hill, CA",51 - 200 ,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,"Epikso Inc
",47,74,60.5,CA,0,6
"Sr. Analyst, Financial Data and Reporting",3.6,"Walnut Creek, CA","Walnut Creek, CA",1001 - 5000 ,Public,Consumer Products Manufacturing,Manufacturing,2 - 5 billion,"Spectrum Brands, Scotts Miracle-Gro, Newell Brands",-1,"Central Garden & Pet Company
",47,74,60.5,CA,1,41
Business Analyst II (Scientific Business Analyst PreClinical Data),4.6,"South San Francisco, CA","Concord, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Ascent
",47,74,60.5,CA,0,21
Sr. Process Analyst - Data Privacy Project,4.6,"San Rafael, CA","Concord, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"The Ascent Services Group
",47,74,60.5,CA,0,21
Data Analyst-IT II,4.1,"Redwood City, CA","Newark, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"APN Software Services Inc.
",47,74,60.5,CA,0,1
Sr. Data Analysts (Banking Domain),5.0,"San Francisco, CA","Alpharetta, GA",1 - 50 ,Private,Consulting,Business Services,1 - 5 million,-1,-1,"Concept Software & Services Inc
",47,74,60.5,CA,0,23
Data Analyst,3.2,"Carmel, IN","Carmel, IN",1001 - 5000 ,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,100 - 500 million,"CUNA Mutual, SWBC, Overby-Seawell",-1,"Allied Solutions
",34,61,47.5,IN,1,20
Healthcare Data Analyst,3.3,"Indianapolis, IN","Wilmington, DE",5001 - 10000 ,Public,Financial Transaction Processing,Finance,2 - 5 billion,-1,-1,"Navient
",34,61,47.5,IN,0,7
Data Analyst,3.5,"Indianapolis, IN","Fort Wayne, IN",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Briljent
",34,61,47.5,IN,0,23
"Data Analyst, Predictive Analytics",4.2,"Indianapolis, IN","Indianapolis, IN",1 - 50 ,Private,Enterprise Software & Network Solutions,Information Technology,1 - 5 million,-1,-1,"Upper Hand
",34,61,47.5,IN,1,9
Healthcare Data Analyst,2.8,"Indianapolis, IN","Santa Clara, CA",1 - 50 ,Private,Casual Restaurants,"Restaurants, Bars & Food Services",1 million,-1,-1,"Vespa Group LLC
",34,61,47.5,IN,0,1
Data Analyst,3.8,"Indianapolis, IN","San Francisco, CA",51 - 200 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"Lilt
",34,61,47.5,IN,0,6
Data Analyst,2.8,"Indianapolis, IN","Indianapolis, IN",1001 - 5000 ,Private,IT Services,Information Technology,1 million,-1,-1,"BCforward
",34,61,47.5,IN,1,23
Junior Data Analyst,5.0,"Indianapolis, IN","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",34,61,47.5,IN,0,13
COVID-19 Data Analyst,3.6,"Indianapolis, IN","Fort Wayne, IN",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"Alpha Rae Personnel, Inc.
",34,61,47.5,IN,0,1
Business Data Analyst,3.6,"Indianapolis, IN","Tampa, FL",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,"Apex Systems, Kforce, Robert Half",-1,"The Fountain Group
",34,61,47.5,IN,0,20
Junior Data Analyst Python,4.2,"Indianapolis, IN","Alpharetta, GA",1 - 50 ,Private,-1,-1,1 million,-1,-1,"Gallega Software Solutions Inc
",34,61,47.5,IN,0,1
IT Data Analyst (Power BI),4.6,"Indianapolis, IN","Chicago, IL",201 - 500 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Swoon
",34,61,47.5,IN,0,11
Data Analyst,5.0,"Indianapolis, IN","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",34,61,47.5,IN,0,13
Local Data Analyst - Clinical,3.1,"Indianapolis, IN","Dublin, Ireland",5001 - 10000 ,Public,IT Services,Information Technology,50 - 100 million,"Lionbridge, Pole To Win",-1,"Keywords Studios
",34,61,47.5,IN,0,23
Quality Data Analyst,3.5,"Whitestown, IN","Feusisberg, Switzerland",10000 ,Private,Logistics & Supply Chain,Transportation & Logistics,10 billion,"DHL Global Forwarding, Freight, DB Schenker, Panalpina",-1,"Kuehne + Nagel
",34,61,47.5,IN,0,131
Senior Data Analyst,4.0,"Indianapolis, IN","Ashburn, VA",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"CYNET SYSTEMS
",34,61,47.5,IN,0,11
Ending The HIV Epidemic Data Analyst,3.4,"Indianapolis, IN","Indianapolis, IN",1001 - 5000 ,Private,Health Care Services & Hospitals,Health Care,100 - 500 million,-1,-1,"Health & Hospital Corporation
",34,61,47.5,IN,1,70
Senior Data Analyst,2.9,"Jeffersonville, IN","Edmond, OK",1001 - 5000 ,Subsidiary or Business Segment,Financial Transaction Processing,Finance,2 - 5 billion,-1,-1,"Heartland Payment Systems
",34,61,47.5,IN,0,24
Data Analyst Junior,5.0,"Indianapolis, IN","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",34,61,47.5,IN,0,13
Sr. Healthcare Data Analyst,3.5,"Beech Grove, IN","Mishawaka, IN",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 - 5 billion,-1,-1,"Franciscan Health
",34,61,47.5,IN,0,146
Sr Data Analyst II,2.8,"Indianapolis, IN","Santa Clara, CA",1 - 50 ,Private,Casual Restaurants,"Restaurants, Bars & Food Services",1 million,-1,-1,"Vespa Group LLC
",34,61,47.5,IN,0,1
Operations/Quality Data Analyst,4.0,"Lawrence, IN","Moosic, PA",51 - 200 ,Franchise,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,-1,"Little Raymond's Print Shop
",34,61,47.5,IN,0,1
Sr. IT Data Analyst,2.7,"Carmel, IN","Carmel, IN",1001 - 5000 ,Public,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"CNO Financial Group
",34,61,47.5,IN,1,42
Technical Data Analyst,3.3,"Redmond, WA","Waltham, MA",5001 - 10000 ,Private,IT Services,Information Technology,500 million - 1 billion,"SDL, Keywords Studios, TransPerfect",-1,"Lionbridge
",35,67,51.0,WA,0,25
Senior Product Data Analyst,4.3,"Seattle, WA","Seattle, WA",1001 - 5000 ,Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,True,"Remitly
",35,67,51.0,WA,1,10
Business Data Analyst,3.3,"Seattle, WA","Boston, MA",1001 - 5000 ,Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,"Homesite Group
",35,67,51.0,WA,0,24
Data Analyst,4.3,"Redmond, WA","Redmond, WA",10000 ,Public,Computer Hardware & Software,Information Technology,10 billion,"Google, Amazon, Apple",-1,"Microsoft Corporation
",35,67,51.0,WA,1,46
Data Analyst,4.6,"Seattle, WA","Santa Clara, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,"Collabera, Artech Information Systems, TEKsystems",-1,"Akraya Inc.
",35,67,51.0,WA,0,20
IT Data Analyst,3.6,"Seattle, WA","Seattle, WA",1001 - 5000 ,Public,Banks & Credit Unions,Finance,500 million - 1 billion,-1,-1,"Washington Federal
",35,67,51.0,WA,1,104
Data Analyst I,3.0,"Seattle, WA","Seattle, WA",1 - 50 ,Private,Research & Development,Business Services,1 million,-1,-1,"SureCritic
",35,67,51.0,WA,1,1
Business Data Analyst - Marketing,4.0,"Issaquah, WA","Issaquah, WA",10000 ,Public,General Merchandise & Superstores,Retail,10 billion,"Sam's Club, BJ's Wholesale Club",-1,"Costco Wholesale Corporation
",35,67,51.0,WA,1,45
Business/Data Analyst,3.5,"Seattle, WA","Burnsville, MN",51 - 200 ,Private,Computer Hardware & Software,Information Technology,10 - 25 million,-1,-1,"TechDigital Corporation
",35,67,51.0,WA,0,13
Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,4.3,"Redmond, WA","Redmond, WA",10000 ,Public,Computer Hardware & Software,Information Technology,10 billion,"Google, Amazon, Apple",-1,"Microsoft Corporation
",35,67,51.0,WA,1,46
Data Development Analyst~,4.0,"Issaquah, WA","Issaquah, WA",10000 ,Public,General Merchandise & Superstores,Retail,10 billion,"Sam's Club, BJ's Wholesale Club",-1,"Costco Wholesale Corporation
",35,67,51.0,WA,1,45
Data Analyst,3.7,"Seattle, WA","Charlotte, NC",1001 - 5000 ,Public,Lending,Finance,500 million - 1 billion,"Zillow, Trulia",-1,"LendingTree, LLC.
",35,67,51.0,WA,0,25
Data Analyst II,2.9,"Kent, WA","Kent, WA",1001 - 5000 ,Private,Aerospace & Defense,Aerospace & Defense,10 - 25 million,-1,-1,"Blue Origin
",35,67,51.0,WA,1,21
Junior Data Analyst,5.0,"Seattle, WA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",35,67,51.0,WA,0,13
Junior Data Analyst,4.7,"Redmond, WA","Edison, NJ",51 - 200 ,Private,Logistics & Supply Chain,Transportation & Logistics,10 - 25 million,-1,-1,"Resource Logistics, Inc.
",35,67,51.0,WA,0,24
Data Analyst,5.0,"Seattle, WA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",35,67,51.0,WA,0,13
"Data Analyst II, QA",4.2,"Bellevue, WA","Bellevue, WA",51 - 200 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"iSpot.tv, Inc.
",35,67,51.0,WA,1,1
Data Analyst - Revenue Assurance,3.2,"Bellevue, WA","Bengaluru, India",501 - 1000 ,Public,Enterprise Software & Network Solutions,Information Technology,25 - 50 million,"WeDo technologies, Intec Telecom, Amdocs",-1,"Subex
",35,67,51.0,WA,0,29
Data Standards Analyst,3.9,"Seattle, WA","Seattle, WA",1001 - 5000 ,Nonprofit Organization,Social Assistance,Non-Profit,100 - 500 million,"Seattle Children's, Center for Infectious Disease Research, University of Washington",-1,"Fred Hutch
",35,67,51.0,WA,1,46
DATA ANALYST,3.8,"Seattle, WA","Chantilly, VA",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Synaptein Solutions Inc.
",35,67,51.0,WA,0,1
Data Analyst,2.9,"Redmond, WA","Bengaluru, India",10000 ,Public,IT Services,Information Technology,5 - 10 billion,"Cognizant Technology Solutions, Tata Consultancy Services, Accenture",-1,"Wipro Ltd.
",35,67,51.0,WA,0,76
Business Data Analyst,3.0,"Seattle, WA","Newark, CA",201 - 500 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Intelliswift Software Inc
",35,67,51.0,WA,0,23
Data Analyst,3.4,"Renton, WA",-1,501 - 1000 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Kelly IT
",35,67,51.0,WA,0,1
Data Technician/Analyst/Specialist,3.5,"Seattle, WA","Singapore, Singapore",51 - 200 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"Leo Tech, LLC
",35,67,51.0,WA,0,1
Senior Data Analyst,3.7,"Seattle, WA","Charlotte, NC",1001 - 5000 ,Public,Lending,Finance,500 million - 1 billion,"Zillow, Trulia",-1,"LendingTree, LLC.
",35,67,51.0,WA,0,25
Security Data Analyst -CTJ,4.3,"Redmond, WA","Redmond, WA",10000 ,Public,Computer Hardware & Software,Information Technology,10 billion,"Google, Amazon, Apple",-1,"Microsoft Corporation
",55,101,78.0,WA,1,46
Engines Configuration and Data Management Analyst,4.4,"Kent, WA","Bellevue, WA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"Protingent
",55,101,78.0,WA,0,20
"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",3.9,"Seattle, WA","Seattle, WA",1001 - 5000 ,Nonprofit Organization,Social Assistance,Non-Profit,100 - 500 million,"Seattle Children's, Center for Infectious Disease Research, University of Washington",-1,"Fred Hutch
",55,101,78.0,WA,1,46
Data Analyst,3.7,"Kirkland, WA","South Plainfield, NJ",51 - 200 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,"Artech Information Systems, Mindlance, Tech Mahindra",-1,"eTeam Inc.
",55,101,78.0,WA,0,22
Bilingual Senior Data Analyst (Japanese / English),4.0,"Redmond, WA","Kyoto, Japan",5001 - 10000 ,Public,Video Games,Media,10 billion,-1,-1,"Nintendo
",55,101,78.0,WA,0,1
Data Analyst/Developer,3.7,"Redmond, WA","South Plainfield, NJ",51 - 200 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,"Artech Information Systems, Mindlance, Tech Mahindra",-1,"eTeam Inc.
",55,101,78.0,WA,0,22
Information Security Analyst - Data Loss Prevention,4.0,"Issaquah, WA","Issaquah, WA",10000 ,Public,General Merchandise & Superstores,Retail,10 billion,"Sam's Club, BJ's Wholesale Club",-1,"Costco Wholesale Corporation
",55,101,78.0,WA,1,45
Data Analyst/PM (German),3.6,"Redmond, WA","Hyderabad, India",1001 - 5000 ,Private,Computer Hardware & Software,Information Technology,100 - 500 million,-1,-1,"Zen3 Infosolutions America Inc
",55,101,78.0,WA,0,5
